,Unnamed: 0,allergens,calories,caloriesFromFat,cholesterol(mg),dateRef,dietaryFiber(g),ingredients,itemID,menuDate,name,price($),protein(g),saturatedFat(g),servingSize,sodium(mg),station,sugars(g),mealType,totalCarbohydrate(g),totalFat(g),transFat(g)
104,128,"Milk, Eggs, Soybeans",700,,231.5,1,231.5,"Roasted Chicken Wings (Halal Chicken Wings, Hot Sauce (Aged Cayenne Red Peppers, Vinegar, Water, Salt, Garlic Powder.), Cajun Seasoning (Salt, Spices, Paprika, Dehydrated Garlic, Dehydrated Onion, Paprika, Turmeric Extracts (color).), Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.)), Carrot and Celery Sticks (Celery, Carrots), Blue Cheese Dressing (Soybean Oil, Water, Distilled Vinegar, Blue Cheese (milk, cheese cultures, salt, enzymes), Salt, Sugar, Egg Yolk, Xantham Gum, Buttermilk Powder, Potassium Sorbate and Sodium Benzoate (preservatives), Lemon Juice Concentrate, Propylene, Glycol Alginate, Dehydrated Garlic, Calcium Disodium EDTA (protect flavor).), Spicy Wing Sauce (Hot Sauce (Aged Cayenne Red Peppers, Vinegar, Water, Salt, Garlic Powder.), Unsalted Butter (Pasteurized Cream, Natural Flavorings.), Garlic), Parsley",16085421,2018-10-14T00:00:00-07:00,Fire Roasted Torrey's Chicken Wings,7.0,35.8,11.8,18 OZ,3008.8,Sliceria by Scholars,4.2,LUNCH,10.5,512,0.7
105,129,"Milk, Wheat, Gluten",453,,1.4,1,1.4,"Napoletana Caputo Dough (Caputo Pizza Flour (Wheat flour), Water, Master Poolish (Water, Caputo Pizza Flour (Wheat flour), Active Dry Yeast (Yeast, Sorbitan, Monosterate)), Diastatic Barley Powder Light, Active Dry Yeast (Yeast, Sorbitan, Monosterate), Salt), Spicy Sriracha Marinara (Pizza Sauce (Tomato Puree (Water, Tomato Paste), Less Than 2% of: Salt, Extra Virgin Olive Oil, Dried Onions, Garlic, Spices, Citric Acid.), Sriracha Sauce (Chili, Sugar, Salt, Garlic, Distilled Vinegar, Potassium Sorbate, Sodium Bisulfite, Xanthan Gum.), Garlic, Basil, Oregano), Sunflower Pan Coating Spray (Sunflower Oil, Sunflower Lecithin, Propellant.), Unsalted Butter (Pasteurized Cream, Natural Flavorings.), Garlic, Red Pepper, Salt, Parmesan Cheese (Parmesan cheese (cultured pasteurized part skim milk, salt, enzymes), powdered cellulose to prevent caking, potassium Sorbate to protect flavor.), Parsley",16085422,2018-10-14T00:00:00-07:00,Garlic Cuscinos (Pillows),2.95,9.4,0.4,1 PORTN,1156.8,Sliceria by Scholars,7.6,LUNCH,61.2,163,0
106,130,"Milk, Eggs, Soybeans",700,,231.5,1,231.5,"Roasted Chicken Wings (Halal Chicken Wings, Hot Sauce (Aged Cayenne Red Peppers, Vinegar, Water, Salt, Garlic Powder.), Cajun Seasoning (Salt, Spices, Paprika, Dehydrated Garlic, Dehydrated Onion, Paprika, Turmeric Extracts (color).), Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.)), Carrot and Celery Sticks (Celery, Carrots), Blue Cheese Dressing (Soybean Oil, Water, Distilled Vinegar, Blue Cheese (milk, cheese cultures, salt, enzymes), Salt, Sugar, Egg Yolk, Xantham Gum, Buttermilk Powder, Potassium Sorbate and Sodium Benzoate (preservatives), Lemon Juice Concentrate, Propylene, Glycol Alginate, Dehydrated Garlic, Calcium Disodium EDTA (protect flavor).), Spicy Wing Sauce (Hot Sauce (Aged Cayenne Red Peppers, Vinegar, Water, Salt, Garlic Powder.), Unsalted Butter (Pasteurized Cream, Natural Flavorings.), Garlic), Parsley",16085478,2018-10-14T00:00:00-07:00,Fire Roasted Torrey's Chicken Wings,7.0,35.8,11.8,18 OZ,3008.8,Sliceria by Scholars,4.2,DINNER,10.5,512,0.7
107,131,"Milk, Wheat, Gluten",453,,1.4,1,1.4,"Napoletana Caputo Dough (Caputo Pizza Flour (Wheat flour), Water, Master Poolish (Water, Caputo Pizza Flour (Wheat flour), Active Dry Yeast (Yeast, Sorbitan, Monosterate)), Diastatic Barley Powder Light, Active Dry Yeast (Yeast, Sorbitan, Monosterate), Salt), Spicy Sriracha Marinara (Pizza Sauce (Tomato Puree (Water, Tomato Paste), Less Than 2% of: Salt, Extra Virgin Olive Oil, Dried Onions, Garlic, Spices, Citric Acid.), Sriracha Sauce (Chili, Sugar, Salt, Garlic, Distilled Vinegar, Potassium Sorbate, Sodium Bisulfite, Xanthan Gum.), Garlic, Basil, Oregano), Sunflower Pan Coating Spray (Sunflower Oil, Sunflower Lecithin, Propellant.), Unsalted Butter (Pasteurized Cream, Natural Flavorings.), Garlic, Red Pepper, Salt, Parmesan Cheese (Parmesan cheese (cultured pasteurized part skim milk, salt, enzymes), powdered cellulose to prevent caking, potassium Sorbate to protect flavor.), Parsley",16085479,2018-10-14T00:00:00-07:00,Garlic Cuscinos (Pillows),2.95,9.4,0.4,1 PORTN,1156.8,Sliceria by Scholars,7.6,DINNER,61.2,163,0
108,132,"Milk, Wheat, Gluten",2592,,153.1,1,153.1,"Napoletana Caputo Dough (Caputo Pizza Flour (Wheat flour), Water, Master Poolish (Water, Caputo Pizza Flour (Wheat flour), Active Dry Yeast (Yeast, Sorbitan, Monosterate)), Diastatic Barley Powder Light, Active Dry Yeast (Yeast, Sorbitan, Monosterate), Salt), Part Skim Mozzarella Cheese (Low-Moisture Part-Skim Mozzarella Cheese (pasteurized milk, skim milk, salt, cultures, enzymes), Powdered Cellulose (prevent caking), Natamycin (preservative).), Pizza Sauce (Tomato Puree (Water, Tomato Paste), Less Than 2% of: Salt, Extra Virgin Olive Oil, Dried Onions, Garlic, Spices, Citric Acid.)",16085423,2018-10-14T00:00:00-07:00,Cheese Pizza,14.95,128.9,30.9,1 PIE,3480.7,Sliceria by Scholars,18.6,LUNCH,365.2,629,0
109,133,"Milk, Wheat, Gluten",2690,,151.9,1,151.9,"Napoletana Caputo Dough (Caputo Pizza Flour (Wheat flour), Water, Master Poolish (Water, Caputo Pizza Flour (Wheat flour), Active Dry Yeast (Yeast, Sorbitan, Monosterate)), Diastatic Barley Powder Light, Active Dry Yeast (Yeast, Sorbitan, Monosterate), Salt), Fresh Mozzarella (Cultured Pasteurized Milk, Vinegar, Enzymes, Salt.), Pizza Sauce (Tomato Puree (Water, Tomato Paste), Less Than 2% of: Salt, Extra Virgin Olive Oil, Dried Onions, Garlic, Spices, Citric Acid.), Basil, Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Salt",16085424,2018-10-14T00:00:00-07:00,Margherita,15.95,107.7,37.5,1 PIE,3707.5,Sliceria by Scholars,17,LUNCH,366,821,0
110,134,"Milk, Wheat, Gluten",3496,,351,1,351,"Napoletana Caputo Dough (Caputo Pizza Flour (Wheat flour), Water, Master Poolish (Water, Caputo Pizza Flour (Wheat flour), Active Dry Yeast (Yeast, Sorbitan, Monosterate)), Diastatic Barley Powder Light, Active Dry Yeast (Yeast, Sorbitan, Monosterate), Salt), Part Skim Mozzarella Cheese (Low-Moisture Part-Skim Mozzarella Cheese (pasteurized milk, skim milk, salt, cultures, enzymes), Powdered Cellulose (prevent caking), Natamycin (preservative).), Halal Pepperoni (Beef, Water, Potato Starch, Salt, Spices (Ground Paprika, Garlic Powder, Paprika Extracts), Sodium Phosphates, Dextrose Sodium Erythorbate, Natural Flavoring, Sodium Nitrite.), Spicy Sriracha Marinara (Pizza Sauce (Tomato Puree (Water, Tomato Paste), Less Than 2% of: Salt, Extra Virgin Olive Oil, Dried Onions, Garlic, Spices, Citric Acid.), Sriracha Sauce (Chili, Sugar, Salt, Garlic, Distilled Vinegar, Potassium Sorbate, Sodium Bisulfite, Xanthan Gum.), Garlic, Basil, Oregano), Parmesan Cheese (Parmesan cheese (cultured pasteurized part skim milk, salt, enzymes), powdered cellulose to prevent caking, potassium Sorbate to protect flavor.)",16085425,2018-10-14T00:00:00-07:00,Pepperoni Pizza,17.95,174.4,59.9,1 PIE,7314.7,Sliceria by Scholars,16.8,LUNCH,362,1350,2.8
111,135,"Milk, Wheat, Gluten",2446,,161.8,1,161.8,"Wheat Dough (Water, Caputo Pizza Flour (Wheat flour), Whole Wheat Flour, Master Poolish (Water, Caputo Pizza Flour (Wheat flour), Active Dry Yeast (Yeast, Sorbitan, Monosterate)), Diastatic Barley Powder Light, Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Active Dry Yeast (Yeast, Sorbitan, Monosterate), Salt), Part Skim Mozzarella Cheese (Low-Moisture Part-Skim Mozzarella Cheese (pasteurized milk, skim milk, salt, cultures, enzymes), Powdered Cellulose (prevent caking), Natamycin (preservative).), Cauliflower White (Water, Cauliflower, Garlic, Heavy Cream (Milk, Carrageenan, Mono- and Diglycerides, Polysorbate 80), Salt, White Pepper, Thyme), Artichoke (Quartered Artichoke Heats, Salt, Water, Citric Acid.), Squash, Zucchini, Roasted Eggplant (Eggplant, Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Garlic, Salt, Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Whole Leaf Thyme, White Pepper), Mini Sweet Peppers, Basil, Garlic, Tomatoes",16085426,2018-10-14T00:00:00-07:00,Vegetarian,17.95,131.3,33.7,1 PIE,3668.8,Sliceria by Scholars,12.1,LUNCH,326.1,690,0
112,136,"Milk, Wheat, Gluten",2592,,153.1,1,153.1,"Napoletana Caputo Dough (Caputo Pizza Flour (Wheat flour), Water, Master Poolish (Water, Caputo Pizza Flour (Wheat flour), Active Dry Yeast (Yeast, Sorbitan, Monosterate)), Diastatic Barley Powder Light, Active Dry Yeast (Yeast, Sorbitan, Monosterate), Salt), Part Skim Mozzarella Cheese (Low-Moisture Part-Skim Mozzarella Cheese (pasteurized milk, skim milk, salt, cultures, enzymes), Powdered Cellulose (prevent caking), Natamycin (preservative).), Pizza Sauce (Tomato Puree (Water, Tomato Paste), Less Than 2% of: Salt, Extra Virgin Olive Oil, Dried Onions, Garlic, Spices, Citric Acid.)",16085480,2018-10-14T00:00:00-07:00,Cheese Pizza,14.95,128.9,30.9,1 PIE,3480.7,Sliceria by Scholars,18.6,DINNER,365.2,629,0
113,137,"Milk, Wheat, Gluten",2690,,151.9,1,151.9,"Napoletana Caputo Dough (Caputo Pizza Flour (Wheat flour), Water, Master Poolish (Water, Caputo Pizza Flour (Wheat flour), Active Dry Yeast (Yeast, Sorbitan, Monosterate)), Diastatic Barley Powder Light, Active Dry Yeast (Yeast, Sorbitan, Monosterate), Salt), Fresh Mozzarella (Cultured Pasteurized Milk, Vinegar, Enzymes, Salt.), Pizza Sauce (Tomato Puree (Water, Tomato Paste), Less Than 2% of: Salt, Extra Virgin Olive Oil, Dried Onions, Garlic, Spices, Citric Acid.), Basil, Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Salt",16085481,2018-10-14T00:00:00-07:00,Margherita,15.95,107.7,37.5,1 PIE,3707.5,Sliceria by Scholars,17,DINNER,366,821,0
114,138,"Milk, Wheat, Gluten",3496,,351,1,351,"Napoletana Caputo Dough (Caputo Pizza Flour (Wheat flour), Water, Master Poolish (Water, Caputo Pizza Flour (Wheat flour), Active Dry Yeast (Yeast, Sorbitan, Monosterate)), Diastatic Barley Powder Light, Active Dry Yeast (Yeast, Sorbitan, Monosterate), Salt), Part Skim Mozzarella Cheese (Low-Moisture Part-Skim Mozzarella Cheese (pasteurized milk, skim milk, salt, cultures, enzymes), Powdered Cellulose (prevent caking), Natamycin (preservative).), Halal Pepperoni (Beef, Water, Potato Starch, Salt, Spices (Ground Paprika, Garlic Powder, Paprika Extracts), Sodium Phosphates, Dextrose Sodium Erythorbate, Natural Flavoring, Sodium Nitrite.), Spicy Sriracha Marinara (Pizza Sauce (Tomato Puree (Water, Tomato Paste), Less Than 2% of: Salt, Extra Virgin Olive Oil, Dried Onions, Garlic, Spices, Citric Acid.), Sriracha Sauce (Chili, Sugar, Salt, Garlic, Distilled Vinegar, Potassium Sorbate, Sodium Bisulfite, Xanthan Gum.), Garlic, Basil, Oregano), Parmesan Cheese (Parmesan cheese (cultured pasteurized part skim milk, salt, enzymes), powdered cellulose to prevent caking, potassium Sorbate to protect flavor.)",16085482,2018-10-14T00:00:00-07:00,Pepperoni Pizza,17.95,174.4,59.9,1 PIE,7314.7,Sliceria by Scholars,16.8,DINNER,362,1350,2.8
115,139,"Milk, Wheat, Gluten",2446,,161.8,1,161.8,"Wheat Dough (Water, Caputo Pizza Flour (Wheat flour), Whole Wheat Flour, Master Poolish (Water, Caputo Pizza Flour (Wheat flour), Active Dry Yeast (Yeast, Sorbitan, Monosterate)), Diastatic Barley Powder Light, Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Active Dry Yeast (Yeast, Sorbitan, Monosterate), Salt), Part Skim Mozzarella Cheese (Low-Moisture Part-Skim Mozzarella Cheese (pasteurized milk, skim milk, salt, cultures, enzymes), Powdered Cellulose (prevent caking), Natamycin (preservative).), Cauliflower White (Water, Cauliflower, Garlic, Heavy Cream (Milk, Carrageenan, Mono- and Diglycerides, Polysorbate 80), Salt, White Pepper, Thyme), Artichoke (Quartered Artichoke Heats, Salt, Water, Citric Acid.), Squash, Zucchini, Roasted Eggplant (Eggplant, Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Garlic, Salt, Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Whole Leaf Thyme, White Pepper), Mini Sweet Peppers, Basil, Garlic, Tomatoes",16085483,2018-10-14T00:00:00-07:00,Vegetarian,17.95,131.3,33.7,1 PIE,3668.8,Sliceria by Scholars,12.1,DINNER,326.1,690,0
116,140,,426,,125.3,1,125.3,"Rotisserie Chicken (Kosher Chicken, Rotisserie International Spice Rub (Salt, Garlic Powder, Ground Ginger, Chili Powder, Chinese 5 Spice (Anise, Cinnamon, Star Anise, Cloves, Ginger.), Ground Cinnamon, White Pepper, Ground Nutmeg, Ground Cloves)), Vindaloo Sauce (Diced Tomato in Juice, Water, Yellow Onions, Apple Cider Vinegar, Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Fair Trade Organic Sugar Cane, Tomato Paste (Tomato Paste, Salt, Spices, Natural Flavors, Citric Acid.), Ginger, Garlic, Jalapenos, Salt, Turmeric, Curry Powder (Spices, Turmeric (color), Salt, Red Pepper, Spice Extract.), Ground Cumin, Ground Cinnamon, Cayenne Pepper, Paprika, Ground Coriander, Cardamom, All Spice)",16085484,2018-10-14T00:00:00-07:00,Malaysian Vindaloo Chicken,6.0,40.9,6.1,8 OZ,1350.2,Spice Station,3,DINNER,14.9,204,0
117,141,"Tree Nuts, Soybeans",190,,0,1,0,"Kosher Tofu Extra Firm  (Water, soybeans, calcium sulfate, calcium chloride), Coconut Chili Sauce (Coconut Milk (Coconut Milk, Water, Stabilizer/Emulsifier(Carboxymethyl Cellulose and/or Polysorbate 60), Thickener(Guar Gum and/or Xanthan Gum), Preservative (Potassium or Sodium Metabisulfite)), Water, Chili Paste (Chili, Salt, Distilled Vinegar, Potassium Sorbate & Sodium Bisulfite (preservatives), Xanthan Gum.), Cornstarch Slurry (Water, Corn Starch), Fair Trade Organic Sugar Cane, Salt), Almond Cream Sauce (Water, Almonds, Yellow Onions, Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Jalapenos, Salt, White Pepper), Spicy Thai Dressing (Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Agave (100% pure organic agave nectar), Rice Vinegar (Rice Vinegar, Invert Sugar, Salt, Diluted with water to 4% acidity), Sriracha Sauce (Chili, Sugar, Salt, Garlic, Distilled Vinegar, Potassium Sorbate, Sodium Bisulfite, Xanthan Gum.), Garlic Chili Sauce (Chili, Salt, Garlic, Distilled Vinegar, Potassium Sorbate & Sodium Bisulfite (preservatives), Xanthan Gum.), Green Onions, Garlic, Ginger, Salt, Lemon, White Pepper), Green Onions",16085485,2018-10-14T00:00:00-07:00,Swimming Rama Spicy Tofu,5.0,10.1,1.2,5 OZ,202.7,Spice Station,1.4,DINNER,6.9,127,0
118,142,Eggs,146,,356,1,356,"Eggs (Cage Free Whole Eggs, Citric Acid, 0.15% water, Xanthan Gum, Guar Gum, Nisin.), Sunflower Pan Coating Spray (Sunflower Oil, Sunflower Lecithin, Propellant.)",16085373,2018-10-14T00:00:00-07:00,Cage Free Scrambled Eggs,1.25,11,2.5,3 OZ,248,Spice Station,0.8,BREAKFAST,0.8,103,0
119,143,"Tree Nuts, Soybeans",426,,0,1,0,"Coconut Milk Yogurt (Organic coconut milk (filtered water, organic coconut cream), organic cane sugar, rice starch, less than 2% of: calcium citrate, pectin, live and active cultures, vitamin d2, vitamin b12. Produced in a facility that also processes other tree nuts and soy.), Bob's Red Mill Gluten Free Honey Granola (Whole Grain Oats, Sugar, Canola Oil, Rice Flour, Honey, Salt, Brown Sugar Syrup, Baking Soda, Soy Lecithin, Natural Flavor. ), Mixed Fruit (Mango, Blueberries, Kiwi)",16085374,2018-10-14T00:00:00-07:00,Dairy Free Yogurt Parfait Bowl,4.95,7.5,3,1 BOWL,337.2,Spice Station,41.3,BREAKFAST,85.7,61,0
120,144,,211,,62.4,1,62.4,"Kosher Ground Beef, Sunflower Pan Coating Spray (Sunflower Oil, Sunflower Lecithin, Propellant.), Brown Sugar, Breakfast Meat Spice Mix (Onion Powder, Sage, White Pepper, Basil, Marjoram, Red Pepper), Salt",16085375,2018-10-14T00:00:00-07:00,Kosher Beef Breakfast Sausage,2.95,17.5,4.4,3 OZ,279.4,Spice Station,1.1,BREAKFAST,1.7,130,0.8
121,145,,131,,0,1,0,"Fingerling Potatoes, Mini Sweet Peppers, Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Blackened Seasoning (Paprika, Onion Powder, Garlic Powder, Cayenne Pepper, Whole Leaf Thyme, Salt, Basil, Oregano, White Pepper), Parsley, Fresh Rosemary, Salt, Garlic, Thyme, White Pepper, Oregano",16085376,2018-10-14T00:00:00-07:00,Spice Breakfast Potatoes,1.65,2.2,0.5,4 OZ,625.6,Spice Station,1.1,BREAKFAST,19,51,0
122,146,Tree Nuts,251,,0,1,0,"Water, Basmati Rice, Coconut Milk (Coconut Milk, Water, Stabilizer/Emulsifier(Carboxymethyl Cellulose and/or Polysorbate 60), Thickener(Guar Gum and/or Xanthan Gum), Preservative (Potassium or Sodium Metabisulfite)), Roasted Cashew, Curry Powder (Spices, Turmeric (color), Salt, Red Pepper, Spice Extract.), Salt, Chili Powder (Chili pepper, Salt, Cumin, Silicon dioxide, Oregano, Garlic.), Turmeric, White Pepper",16085486,2018-10-14T00:00:00-07:00,Nasi Tumpeng (Traditional Malaysian Rice),2.0,5.1,4.4,4 OZ,197.8,Spice Station,0.5,DINNER,38.6,81,0
123,147,,121,,0,1,0,"Roasted Broccolini with Tomatoes (Broccolini, Tomatoes, Red Onion, Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Parsley, Salt, White Pepper), Cooked Red Quinoa (Red Quinoa, Salt), Craisins (Cranberries, Sugar, Citric Acid, Elderberry Juice Concentrate, Sunflower Oil.), Green Onions",16085487,2018-10-14T00:00:00-07:00,Roasted Broccolini w/ Quinoa,2.0,3.3,0.2,4 OZ,827,Spice Station,8.4,DINNER,22.7,25,0
124,148,,58,,0,1,0,"Asparagus, Red Onion, Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Garlic, Parsley, Salt, White Pepper",16085488,2018-10-14T00:00:00-07:00,Sauteed Asparagus with Red Onion,2.0,2.5,0.3,4 OZ,391.3,Spice Station,2.1,DINNER,6.6,29,0
125,149,Soybeans,126,,0,1,0,"Edamame, Baby Kale, Yellow Onions, Seedless Raisins (Raisins, contains less than 2% vegetable oil (sunflower and/or palm oil).), Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Salt, White Pepper",16085489,2018-10-14T00:00:00-07:00,Sauteed Edamame and Kale,2.0,7.6,0.2,4 OZ,123,Spice Station,6.2,DINNER,13.8,50,0
126,150,Tree Nuts,154,,0,1,0,"Curried Potatoes (Potatoes, Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Green Onions, Chili Paste (Chili, Salt, Distilled Vinegar, Potassium Sorbate & Sodium Bisulfite (preservatives), Xanthan Gum.), Salt, Curry Powder (Spices, Turmeric (color), Salt, Red Pepper, Spice Extract.), White Pepper), Coconut Milk (Coconut Milk, Water, Stabilizer/Emulsifier(Carboxymethyl Cellulose and/or Polysorbate 60), Thickener(Guar Gum and/or Xanthan Gum), Preservative (Potassium or Sodium Metabisulfite)), Garbanzo Beans (Prepared Garbanzo Beans, Water, Salt, Disodium EDTA (color retention).), Cabbage, Yellow Onions, Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Salt, Curry Powder (Spices, Turmeric (color), Salt, Red Pepper, Spice Extract.), Garlic, Ground Cumin, White Pepper, Cayenne Pepper",16085490,2018-10-14T00:00:00-07:00,Spicy Curry Cabbage & Potatoes,2.0,3.8,5,4 OZ,476.8,Spice Station,2,DINNER,15.9,82,0
127,151,"Eggs, Fish, Soybeans",622,,648.2,1,648.2,"Potato Latkes (Hash Browns (Potatoes. Contains 2% or less of Dextrose, Sodium Acid Pyrophsophate to maintain color.), Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Yellow Onions, Cage Free Eggs, Green Onions, Parsley, Salt), Hollandaise Sauce (Cage Free Eggs, Margarine (Vegetable Oil Blend (Soybean Oil, Palm Oil, Palm Kernel Oil), Water, Salt, Soybean Lecithin (Soy) and Vegetable Mono & Diglycerides. Potassium Sorbate and Citric Acid added as preservatives. Colored with Beta Carotene. Artificial Butter Flavor. Vitamin A Palmitate added. ), Lemon, Water, White Pepper, Cayenne Pepper), Poached Egg (Cage Free Eggs), Smoked Salmon Lox, Dill Weed",16085377,2018-10-14T00:00:00-07:00,Latke & Lox Egg Benedict,5.95,25.9,11.6,1 PORTN,662.3,Spice Station,1.1,BREAKFAST,12.3,474,5.1
128,152,"Eggs, Soybeans",542,,617.9,1,617.9,"Potato Latkes (Hash Browns (Potatoes. Contains 2% or less of Dextrose, Sodium Acid Pyrophsophate to maintain color.), Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Yellow Onions, Cage Free Eggs, Green Onions, Parsley, Salt), Hollandaise Sauce (Cage Free Eggs, Margarine (Vegetable Oil Blend (Soybean Oil, Palm Oil, Palm Kernel Oil), Water, Salt, Soybean Lecithin (Soy) and Vegetable Mono & Diglycerides. Potassium Sorbate and Citric Acid added as preservatives. Colored with Beta Carotene. Artificial Butter Flavor. Vitamin A Palmitate added. ), Lemon, Water, White Pepper, Cayenne Pepper), Poached Egg (Cage Free Eggs), Avocado, Sliced Tomatoes (Tomatoes), Parsley",16085378,2018-10-14T00:00:00-07:00,"Latke, Avocado & Tomato Egg Benedict",4.95,15.2,10.1,1 PORTN,470.6,Spice Station,1.6,BREAKFAST,15,429,5.1
129,153,"Eggs, Soybeans",275,,64.9,1,64.9,"Oatmeal Pancakes (Apple Juice, Plain Soy Milk (Natural Soy Milk (filtered water, whole soybeans), Natural Evaporated Cane Sugar.), Gluten Free Rolled Oats, Cage Free Eggs, Sunflower Pan Coating Spray (Sunflower Oil, Sunflower Lecithin, Propellant.), Brown Sugar, Baking Powder, Baking Soda, Salt, Ground Cinnamon), Apple Raisin Compote (Granny Smith Apples, Seedless Raisins (Raisins, contains less than 2% vegetable oil (sunflower and/or palm oil).), Brown Sugar, Apple Juice, Lemon, Margarine (Vegetable Oil Blend (Soybean Oil, Palm Oil, Palm Kernel Oil), Water, Salt, Soybean Lecithin (Soy) and Vegetable Mono & Diglycerides. Potassium Sorbate and Citric Acid added as preservatives. Colored with Beta Carotene. Artificial Butter Flavor. Vitamin A Palmitate added. ), Ground Cinnamon)",16085379,2018-10-14T00:00:00-07:00,Oatmeal Pancakes with Apple Raisin Compote,2.95,4.7,0.7,1 PORTN,569.5,Spice Station,28.4,BREAKFAST,37.2,116,0.2
130,154,"Eggs, Fish, Soybeans",419,,258.8,1,258.8,"Eggs (Cage Free Whole Eggs, Citric Acid, 0.15% water, Xanthan Gum, Guar Gum, Nisin.), Choron Sauce (Hollandaise Sauce (Cage Free Eggs, Margarine (Vegetable Oil Blend (Soybean Oil, Palm Oil, Palm Kernel Oil), Water, Salt, Soybean Lecithin (Soy) and Vegetable Mono & Diglycerides. Potassium Sorbate and Citric Acid added as preservatives. Colored with Beta Carotene. Artificial Butter Flavor. Vitamin A Palmitate added. ), Lemon, Water, White Pepper, Cayenne Pepper), Diced Tomatoes in Puree (Vine-Ripened Tomatoes, Salt, Citric Acid, Calcium Chloride.)), Plain Soy Milk (Natural Soy Milk (filtered water, whole soybeans), Natural Evaporated Cane Sugar.), Smoked Salmon Lox, Caramelized Onions (Yellow Onions, Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.)), Spinach, Green Onions, Sunflower Pan Coating Spray (Sunflower Oil, Sunflower Lecithin, Propellant.), Parsley, Dill Weed, Salt, White Pepper",16085380,2018-10-14T00:00:00-07:00,"Smoked Salmon, Spinach and Caramelized Onion Frittata",4.95,25.5,6.3,1 SLICE,563.4,Spice Station,3.5,BREAKFAST,6.9,287,2.8
131,155,"Soybeans, Gluten",249,,0,1,0,"Steel Cut Oatmeal (Steel Cut Oats (100% Whole Grain Irish Oats. May Contain Milk,Soy,Tree Nuts,Wheat)), Bob's Red Mill Gluten Free Honey Granola (Whole Grain Oats, Sugar, Canola Oil, Rice Flour, Honey, Salt, Brown Sugar Syrup, Baking Soda, Soy Lecithin, Natural Flavor. )",16085381,2018-10-14T00:00:00-07:00,Steelcut Oatmeal,1.95,7.4,1,10 OZ,57.8,Spice Station,7.8,BREAKFAST,44.7,49,0
132,156,"Milk, Fish, Wheat, Gluten",688,,108.4,1,108.4,"Everything Bagel (Unbleached Enriched Wheat Flour (wheat flour, malted barley flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid), Water, Poppy Seeds, Sesame Seeds, Sunflower Seeds, 2% or Less of: Sugar, Wheat Gluten, Salt, Yeast, Calcium Propionate, Malted Barley Flour, Molasses, Mono & Diglycerides, Ascorbic Acid, L-Cysteine Hydrochloride, Azodicarbonamide, Enzymes, Ammonium Chloride.), Lemon Caper Cream Cheese (Cream Cheese (Pasteurized milk and cream, cheese culture, salt, guar gum, carob bean gum, xanthan gum. ), Spanish Capers (Capers, Water, Vinegar, Salt.), Lemon, Shallots, Parsley), Smoked Salmon Lox, Sliced Tomatoes (Tomatoes), Half Slices Red Onions (Red Onion)",16085382,2018-10-14T00:00:00-07:00,Bagel Bar with Smoked Salmon,6.95,35.1,14.3,1 EACH,1100.3,Counter Culture,7.4,BREAKFAST,52.5,336,0
133,157,"Tree Nuts, Soybeans",381,,0,1,0,"Acai Sorbet (Organic fair trade acai puree,filtered water, organic cane syrup, organic tapioca syrup, less than 0.5% of the following: organic locust bean gum, organic guar gum, organic sunflower lecithin, citric acid, fruit & vegetable juice (for color).), Sliced Bananas (Banana), Bob's Red Mill Gluten Free Honey Granola (Whole Grain Oats, Sugar, Canola Oil, Rice Flour, Honey, Salt, Brown Sugar Syrup, Baking Soda, Soy Lecithin, Natural Flavor. ), Strawberry, Blueberries, Mango, Coconut Flakes (Coconut, Sugar, Water, Propylene Glycol (preservative), Salt, Sodium Metabisulfite (color).)",16085383,2018-10-14T00:00:00-07:00,Acai Bowl,7.25,5.7,2.4,1 BOWL,189.3,Counter Culture,43.5,BREAKFAST,80.8,52,0
